latitude,longitude,acq_date,brightness,bright_t31,frp,confidence
-6.44332,19.46713,2024-06-11,336.19,299.41,19.89,n
-9.23609,19.11697,2024-07-25,332.35,299.89,17.44,n
-10.22919,24.17599,2024-06-26,341.63,303.9,63.36,n
41.87188,26.61247,2024-06-25,349.44,312.28,38.68,n
11.16367,19.04149,2024-11-12,354.98,316.07,12.8,n
9.63547,-63.74558,2024-02-22,345.07,297.28,10.56,n
51.6333,117.91222,2024-09-23,352.86,296.0,34.18,n
18.45127,-91.35025,2024-03-31,346.77,313.02,18.24,n
-8.72937,-74.83721,2024-08-30,348.05,302.75,10.81,n
60.08395,-117.08671,2024-07-17,353.01,307.57,23.53,n
-5.93902,28.6613,2024-06-26,348.36,306.74,23.31,n
-6.79042,17.27311,2024-08-25,353.6,287.17,16.2,n
-6.80035,21.55841,2024-08-06,367.0,299.75,16.99,h
7.2399,27.36621,2024-12-05,344.87,310.0,47.63,n
-20.13712,30.57758,2024-09-29,334.33,306.7,47.15,n
27.40862,83.01213,2024-04-24,340.5,309.79,21.78,n
-13.28753,24.73401,2024-10-21,355.67,322.02,37.24,n
8.88582,22.21847,2024-12-28,350.68,293.09,37.19,n
5.87082,20.57721,2025-01-12,349.03,305.89,17.32,n
-15.22916,-60.70807,2024-08-12,342.95,298.11,22.14,n
7.90347,20.06276,2024-02-10,350.07,313.56,12.6,n
-17.18332,19.35464,2024-08-04,367.0,309.01,26.73,h
25.63912,49.38741,2024-07-30,367.0,340.16,70.21,h
-1.92682,34.03079,2024-09-14,345.22,305.66,10.18,n
-8.07665,25.86926,2024-06-05,344.64,308.41,62.56,n
-1.97742,-48.13546,2024-10-05,367.0,295.3,10.49,h
-7.9911,27.3734,2024-07-31,342.01,300.77,10.67,n
-10.83075,22.20113,2024-05-19,340.84,303.29,18.07,n
19.47058,102.54599,2024-04-21,330.61,299.76,36.5,n
57.95218,107.08175,2024-07-06,311.16,285.03,15.39,n
9.21016,-3.66979,2024-11-29,347.46,308.96,15.3,n
-10.14355,26.14827,2024-08-26,367.0,314.59,13.36,h
-7.06346,16.4925,2024-07-04,346.22,307.83,84.68,n
-4.70544,-40.08199,2024-10-26,345.58,317.49,38.72,n
-17.68486,135.23293,2024-09-30,367.0,313.32,10.65,h
32.25504,47.2528,2025-01-09,367.0,296.98,19.38,h
-12.14653,33.90545,2024-09-14,367.0,298.78,10.92,h
-12.17298,17.60897,2024-07-19,346.39,306.88,18.34,n
14.13402,-85.66655,2024-04-27,344.79,295.35,11.04,n
-4.24844,27.09467,2024-06-26,355.14,307.48,40.81,n
66.54998,148.0291,2024-06-24,345.66,302.57,23.77,n
-15.92836,15.78496,2024-07-10,341.38,310.71,18.9,n
-22.77656,33.68248,2024-08-28,356.21,305.24,12.16,n
-11.76002,22.51795,2024-06-16,353.11,319.49,42.88,n
-38.19802,-71.25685,2024-02-01,345.53,310.88,11.24,n
-9.49686,34.53357,2024-07-28,367.0,300.65,10.77,h
-14.24443,133.99356,2024-11-09,346.12,316.28,14.76,n
-25.13514,33.10176,2024-09-08,367.0,305.36,13.75,h
24.35166,-106.1429,2024-06-14,334.7,297.07,13.91,n
-12.6148,20.31612,2024-06-27,354.21,300.49,24.54,n
55.05537,118.63645,2024-07-08,336.04,300.25,19.94,n
-7.72409,25.80154,2024-07-13,344.96,311.37,17.18,n
51.79702,118.56364,2024-05-16,367.0,293.21,13.35,h
-4.92683,26.2512,2024-06-15,344.67,310.39,30.33,n
4.36753,28.37779,2024-02-22,346.67,298.15,17.33,n
-16.36433,29.89875,2024-07-14,352.11,315.69,13.04,n
-23.17647,149.46329,2025-01-23,345.1,306.23,15.84,n
-7.58716,31.4838,2024-10-09,337.22,305.34,19.9,n
-7.24468,34.08959,2024-06-26,367.0,299.72,22.51,h
-6.42662,27.7722,2024-08-18,367.0,302.65,12.88,h
5.34901,23.39285,2024-11-22,347.56,296.97,19.24,n
60.14494,109.1027,2024-06-01,367.0,296.16,12.18,h
-6.97016,24.01467,2024-05-08,341.58,295.02,12.0,n
-18.90076,45.49811,2024-08-24,346.07,318.67,15.6,n
53.6203,-125.78825,2024-09-07,345.63,289.1,10.32,n
-13.89169,131.55112,2024-09-09,348.47,307.14,103.25,n
47.72376,126.73428,2024-04-10,352.16,287.82,17.66,n
8.9786,2.05814,2024-02-08,355.14,307.18,14.02,n
-9.6372,-54.93194,2024-09-06,352.85,302.25,56.02,n
-12.48177,24.92579,2024-07-30,353.78,307.66,19.94,n
-3.3777,-79.13864,2024-08-14,345.11,294.04,113.7,n
-6.99074,26.56594,2024-06-22,338.28,306.02,10.62,n
-20.39987,144.89128,2024-11-05,352.96,313.0,54.5,n
40.78334,-7.94317,2024-09-18,346.53,302.79,12.52,n
8.62728,32.16512,2024-02-01,339.41,306.63,10.49,n
9.04253,36.07248,2024-02-13,354.39,309.72,12.33,n
-5.12399,-39.47781,2024-11-06,344.31,310.08,72.01,n
-9.488,29.99743,2024-08-17,341.7,303.02,14.23,n
59.29776,-113.83495,2024-06-29,343.27,305.14,158.84,n
9.46003,-68.9809,2024-04-09,342.21,302.29,20.07,n
-9.72696,19.17829,2024-08-06,351.86,306.13,10.59,n
47.70892,38.95146,2024-09-01,367.0,304.76,26.28,h
9.27484,-2.66597,2025-01-21,351.1,317.56,14.08,n
-8.10253,19.01361,2024-08-08,342.97,315.48,45.49,n
-11.03197,31.29927,2024-09-07,340.21,299.31,62.46,n
45.27609,39.32046,2024-09-01,353.03,307.2,22.9,n
20.11659,-88.60185,2024-05-13,349.71,308.99,19.66,n
63.55749,124.3299,2024-07-22,367.0,296.58,34.51,h
59.26925,-127.92876,2024-07-08,344.39,304.8,10.52,n
-9.43526,-50.72255,2024-05-06,340.03,297.32,32.39,n
-21.31273,134.13094,2025-01-24,351.2,311.12,64.91,n
-10.75721,19.31332,2024-08-31,353.55,290.12,17.5,n
5.42984,14.87877,2024-12-30,355.18,313.71,38.7,n
7.83776,14.67525,2024-02-26,342.49,311.22,19.93,n
54.1584,115.2196,2024-07-02,339.97,309.24,18.72,n
64.81949,-118.69866,2024-08-16,332.19,292.75,12.21,n
-5.96923,-46.03258,2024-09-15,350.08,315.66,63.85,n
8.6039,22.08753,2025-01-17,347.81,304.76,11.96,n
64.10565,122.51358,2024-07-09,342.42,308.72,29.43,n
64.89971,-120.83629,2024-08-10,315.57,292.83,10.73,n
23.79642,103.61473,2024-02-21,325.77,297.79,10.55,n
-7.80153,-63.3889,2024-07-25,339.75,296.7,11.17,n
-8.9215,19.35423,2024-06-11,367.0,301.52,16.22,h
-5.82996,-55.72337,2024-07-31,355.13,295.1,10.95,n
-12.58927,36.35554,2024-09-27,351.95,317.51,11.38,n
-11.49673,-51.15308,2024-06-29,333.7,303.35,10.81,n
-9.65009,14.92323,2024-06-27,351.9,300.32,20.95,n
-11.88081,26.17921,2024-09-15,350.51,315.89,10.38,n
23.68611,92.77077,2024-03-12,346.83,306.34,13.76,n
-15.15891,-49.46726,2024-08-05,367.0,304.9,18.54,h
11.42327,30.1151,2024-12-30,367.0,306.97,19.78,h
5.74816,-67.68962,2024-11-02,353.99,290.13,16.38,n
-11.23986,15.95598,2024-07-19,352.48,305.78,14.7,n
34.32735,-117.76051,2024-09-12,343.3,294.47,14.49,n
-36.78395,143.05136,2024-04-15,342.39,305.47,64.01,n
-8.62855,24.09842,2024-08-26,336.62,305.06,46.37,n
-18.81442,27.41342,2024-08-16,337.43,296.87,10.08,n
66.23678,149.46098,2024-06-24,331.36,296.37,43.31,n
-23.07518,-53.67587,2024-08-23,342.6,302.52,23.06,n
-24.14564,-55.28025,2024-11-11,348.84,318.73,65.42,n
-16.18697,-63.30781,2024-10-05,367.0,292.81,10.37,h
6.60952,25.59024,2025-01-28,346.76,311.24,28.69,n
-15.05879,16.62334,2024-07-17,341.51,311.41,16.9,n
-4.47035,19.19448,2024-07-31,332.38,294.44,11.16,n
19.68015,94.12725,2024-04-17,342.69,299.85,106.21,n
2.52124,19.09992,2024-04-03,330.63,289.86,28.06,n
-6.21321,13.71912,2024-06-27,367.0,291.61,14.63,h
-30.6015,29.08899,2024-10-11,344.31,312.13,18.42,n
10.41827,-8.57216,2024-04-09,353.14,288.41,16.33,n
9.53172,-11.34811,2024-02-09,355.63,311.26,12.46,n
44.93847,-119.88924,2024-07-21,352.73,313.13,36.33,n
8.02943,-12.84912,2024-05-07,341.62,300.83,62.94,n
-12.89947,-67.27812,2024-08-30,348.78,296.95,13.19,n
16.7579,-95.07697,2024-06-28,338.49,287.14,14.48,n
64.11935,-122.54149,2024-08-16,353.89,299.45,10.67,n
6.61893,-65.61865,2024-04-15,338.02,295.43,16.94,n
-4.71879,28.82378,2024-06-21,356.24,301.45,25.84,n
53.54237,-126.12305,2024-07-20,344.25,299.05,29.34,n
-12.38725,37.65176,2024-09-12,348.44,315.26,24.42,n
50.57522,109.67643,2024-03-26,339.81,286.12,13.77,n
31.8823,74.67741,2024-05-11,341.34,310.72,12.94,n
-17.66318,-57.77316,2024-09-09,342.41,314.55,16.33,n
-11.9393,-57.66253,2024-06-24,354.07,311.95,68.32,n
8.25813,23.47323,2025-01-03,356.09,309.92,22.44,n
13.24915,29.00273,2024-12-12,367.0,338.59,45.77,h
-9.40699,-46.88279,2024-09-22,352.9,311.42,11.04,n
-9.04325,-56.70691,2024-07-28,344.91,307.07,38.36,n
-11.5537,14.99538,2024-08-21,342.88,310.43,15.22,n
-8.65852,21.28051,2024-05-31,347.98,305.71,23.62,n
-24.17426,149.46931,2024-12-08,337.48,302.81,21.48,n
15.6315,-89.39896,2024-05-15,347.82,307.81,24.88,n
-2.85741,-49.38448,2024-11-01,348.97,299.45,13.13,n
29.07641,19.05654,2024-06-19,329.09,290.53,11.7,n
-25.08303,32.99475,2024-11-25,349.92,311.74,13.0,n
54.91833,-105.96564,2024-08-27,335.56,300.31,37.22,n
-10.54138,26.35765,2024-05-24,367.0,300.78,12.22,h
-6.63832,-52.81041,2024-09-12,339.39,289.47,33.88,n
-38.27329,-72.04009,2024-04-05,353.23,298.5,26.62,n
-8.49746,24.14368,2024-08-16,334.38,297.27,17.28,n
-10.91794,36.86158,2024-10-01,367.0,304.47,14.03,h
-17.34057,45.68725,2024-06-28,367.0,302.7,13.83,h
-8.89263,-71.34488,2024-08-29,367.0,298.49,11.17,h
-13.06262,24.72625,2024-08-18,353.29,311.27,95.93,n
-6.20785,16.94514,2024-07-04,349.06,293.13,23.37,n
-6.95729,-45.67596,2024-10-09,351.15,314.32,60.09,n
12.34185,34.92868,2024-12-26,353.0,306.8,13.33,n
3.6702,10.41475,2024-02-01,341.88,285.91,14.76,n
-7.61656,19.11173,2024-07-05,343.52,306.48,16.67,n
43.04529,59.4979,2024-04-28,343.23,314.74,11.18,n
30.92256,75.01324,2024-05-15,367.0,310.99,20.7,h
-6.04104,19.93909,2024-06-13,326.23,309.56,32.13,n
10.00003,29.67798,2024-12-31,351.95,310.32,13.05,n
32.35349,47.70971,2024-11-30,347.82,310.87,26.75,n
-9.16955,16.83887,2024-07-25,367.0,312.62,71.83,h
59.40648,-123.20542,2024-05-10,343.14,298.94,77.23,n
-12.35462,-50.56562,2024-09-17,367.0,312.28,17.06,h
-34.83907,-67.77925,2024-08-12,367.0,294.98,10.68,h
-15.36938,-60.56388,2024-08-15,331.53,302.16,16.48,n
-3.73134,28.70387,2024-08-15,353.27,302.65,10.78,n
-17.52192,125.95661,2024-04-23,356.09,312.08,24.71,n
8.46444,26.04674,2024-12-05,340.35,307.19,12.23,n
34.81401,-120.12234,2024-07-06,338.13,333.96,53.3,n
-11.57166,15.22167,2024-09-11,341.92,304.4,21.88,n
-14.36372,24.1215,2024-09-15,367.0,329.43,26.41,h
-9.34665,19.38677,2024-08-14,344.54,308.59,38.63,n
-17.7567,-58.97326,2024-08-30,332.59,301.13,16.14,n
-7.86216,-51.38247,2024-08-31,367.0,306.05,28.16,h
-11.04287,30.61184,2024-09-12,353.87,300.05,32.79,n
-15.7307,27.2387,2024-09-07,345.65,300.18,10.12,n
-22.37229,45.79396,2024-10-28,338.7,296.47,12.73,n
-11.98987,135.66081,2024-09-03,367.0,292.39,12.97,h
-23.71217,-46.23931,2024-09-24,340.05,302.89,11.57,n
-7.756,18.03549,2024-09-06,352.39,294.27,17.2,n
30.77641,-94.99357,2024-12-02,347.62,297.96,19.68,n
14.3376,-0.76299,2024-02-24,367.0,309.86,23.39,h
6.58025,32.5146,2024-12-09,337.34,299.96,48.91,n
45.79674,48.46428,2024-04-19,342.19,301.59,11.38,n
9.29393,31.12404,2024-04-12,367.0,314.4,67.38,h
-9.0813,24.02067,2024-05-20,334.79,299.69,13.88,n
-15.03522,-61.69204,2024-09-06,367.0,304.66,22.46,h
-20.53811,144.84119,2024-11-05,353.15,317.06,39.88,n
-20.75317,-51.32746,2024-09-08,344.57,313.89,22.35,n
-26.46483,151.35938,2024-08-18,332.64,299.49,18.17,n
31.21899,48.95512,2024-09-26,355.98,304.15,21.14,n
-18.30067,45.94316,2024-07-03,342.61,297.76,11.18,n
-20.51076,135.34836,2024-11-05,367.0,306.39,12.16,h
-13.90268,-64.15554,2024-07-27,341.56,303.51,10.58,n
27.6837,52.25397,2024-10-12,326.24,299.95,12.07,n
-6.63374,-69.91216,2024-09-09,349.73,311.64,108.72,n
-6.96209,-76.65384,2024-08-26,355.79,293.0,15.27,n
-10.12164,30.62539,2024-07-30,349.67,321.15,63.67,n
-18.19165,126.4081,2024-11-25,354.44,292.1,19.01,n
-9.2128,15.93793,2024-06-23,367.0,307.27,17.92,h
-21.51645,-47.32426,2024-09-05,341.77,314.51,15.02,n
21.18713,-88.08575,2024-05-24,349.6,313.45,10.13,n
-29.03953,150.7821,2024-07-24,338.92,299.78,10.11,n
9.42912,-66.66437,2024-04-26,350.99,308.21,18.84,n
18.71897,-97.10282,2024-06-05,367.0,296.99,30.6,h
2.71137,-59.49072,2024-02-16,338.93,300.36,19.33,n
-11.15452,33.47099,2024-09-18,355.47,314.81,19.44,n
22.79019,99.00394,2024-04-12,367.0,312.81,15.1,h
21.83534,99.108,2024-04-09,337.98,305.25,102.12,n
3.03832,27.91161,2024-02-22,355.72,284.02,10.07,n
11.47859,-12.94744,2024-03-27,352.66,317.11,13.01,n
-10.22675,30.8414,2024-09-11,355.66,313.37,22.73,n
-9.64078,21.80429,2024-07-25,367.0,312.63,16.07,h
-2.40349,14.75078,2024-08-05,367.0,333.52,257.71,h
-11.05996,-50.63583,2024-09-17,354.47,325.2,62.08,n
3.84561,16.69627,2024-03-01,346.23,283.93,11.61,n
-10.13775,28.07555,2024-08-18,336.17,305.91,16.34,n
-18.94813,22.59224,2024-12-04,348.62,312.0,11.73,n
-10.00937,13.50758,2024-06-06,346.4,293.56,13.02,n
19.87343,-102.88919,2024-05-18,335.65,306.47,31.01,n
-9.24677,20.51667,2024-08-05,347.23,297.77,10.06,n
-20.02897,-56.54288,2024-08-06,345.6,311.55,39.29,n
46.34621,49.52262,2024-04-02,298.88,278.63,40.05,n
3.0837,32.77632,2024-12-11,355.55,307.22,16.85,n
-19.28236,30.09971,2024-09-17,367.0,316.4,39.24,h
48.53786,125.58955,2024-10-20,330.43,281.62,24.29,n
-10.18287,15.05607,2024-08-12,350.22,310.1,13.98,n
-4.44585,20.75599,2024-08-07,351.43,300.34,39.7,n
65.38771,-125.28316,2024-08-09,347.52,313.25,10.83,n
-15.53107,33.63653,2024-07-05,350.61,310.15,15.66,n
65.00712,-124.42905,2024-08-10,337.87,290.41,11.58,n
16.66151,-93.29636,2024-05-06,344.07,307.15,11.77,n
-22.10011,-58.02101,2024-09-09,353.61,306.53,21.82,n
-6.43279,16.83451,2024-08-19,331.11,297.82,10.27,n
-5.50839,28.97807,2024-08-23,354.12,290.69,23.48,n
24.17621,-105.98149,2024-05-15,351.18,316.05,51.8,n
-17.35815,18.79593,2024-07-10,346.4,312.86,19.44,n
8.18067,13.34762,2024-11-22,355.68,302.03,17.19,n
-6.21264,16.79951,2024-07-29,344.19,301.03,81.48,n
-6.63236,12.95269,2024-09-01,349.53,297.98,44.37,n
-10.93608,22.14053,2024-07-15,367.0,301.26,29.58,h
-6.87315,20.54662,2024-06-19,335.7,297.7,15.86,n
-13.34785,19.16211,2024-09-10,367.0,311.3,15.55,h
-8.87593,36.67428,2024-10-26,367.0,300.63,11.64,h
8.02324,33.14504,2024-02-16,338.42,296.56,23.8,n
-10.81003,19.32198,2024-07-17,353.71,312.15,14.74,n
-7.79898,-55.05155,2024-08-12,353.03,303.53,29.01,n
-1.71686,24.27157,2024-08-23,343.39,294.05,26.58,n
-4.82331,17.86629,2024-08-19,348.65,298.84,84.21,n
18.46305,101.58231,2024-03-05,339.65,312.64,21.14,n
-6.74535,19.99029,2024-06-13,351.79,294.74,35.5,n
-15.87686,39.40833,2024-10-29,345.67,310.92,15.89,n
62.01968,123.21259,2024-07-08,367.0,353.05,105.48,h
4.10516,20.22039,2025-01-10,342.23,309.24,16.23,n
62.35439,-122.91614,2024-08-12,345.64,309.04,52.62,n
14.01192,102.84075,2025-01-10,348.29,301.43,12.62,n
-17.27466,37.13771,2024-09-30,367.0,313.54,13.08,h
-8.1797,21.92949,2024-05-22,349.62,301.12,50.11,n
21.57518,98.59296,2024-04-06,332.28,297.85,11.48,n
7.34229,33.26266,2024-02-02,335.14,298.84,18.98,n
-13.33779,25.02916,2024-07-30,341.23,307.32,13.43,n
10.23705,7.30411,2024-12-06,339.19,306.82,20.87,n
9.29207,20.5028,2024-05-22,342.32,301.55,10.02,n
-3.03523,18.58358,2024-07-27,353.18,302.38,16.05,n
33.93734,44.01402,2024-10-21,342.7,302.53,18.03,n
20.88294,104.28374,2024-04-15,352.23,322.16,62.78,n
-13.08811,-56.92422,2024-08-31,354.2,302.98,70.36,n
-6.23704,19.40255,2024-05-25,367.0,327.2,115.64,h
-10.44716,21.32407,2024-08-01,345.97,309.49,11.97,n
-4.22381,26.98133,2024-06-30,367.0,298.73,38.54,h
-9.42465,-65.45242,2024-09-26,346.47,287.72,12.82,n
-9.99227,23.21006,2024-08-01,343.54,303.71,12.33,n
-19.60304,128.46684,2024-10-30,347.68,308.6,10.89,n
10.10335,36.06792,2024-02-24,337.33,304.99,54.31,n
-20.73298,134.13498,2024-10-02,355.18,318.15,13.88,n
-16.58049,18.32934,2024-07-13,356.63,315.53,16.5,n
-6.32496,-59.9896,2024-09-09,342.59,304.28,79.07,n
59.62213,121.30719,2024-07-11,337.34,303.53,17.83,n
-3.3901,15.50568,2024-07-15,350.01,298.86,11.13,n
10.66994,5.76,2024-12-31,367.0,310.59,19.04,h
44.92477,42.16122,2025-01-08,338.52,286.26,15.55,n
2.4362,32.5238,2024-12-30,350.12,296.13,10.76,n
-14.05599,29.55803,2024-07-28,367.0,307.52,10.87,h
-34.69452,118.3202,2024-04-03,355.83,301.14,13.72,n
46.8815,132.33257,2024-05-03,341.84,303.6,33.11,n
53.47775,128.22545,2024-06-28,341.02,290.35,18.4,n
-19.31444,48.09106,2024-10-31,346.55,305.62,20.53,n
-13.39931,-64.16775,2024-10-08,367.0,337.04,51.07,h
61.34693,112.80444,2024-12-08,344.2,268.94,45.31,n
3.76352,30.7851,2024-02-07,356.53,311.88,24.53,n
-4.48646,16.42048,2024-07-21,344.32,296.94,10.45,n
50.62601,35.38431,2024-09-16,329.13,293.96,16.12,n
-33.47343,117.0547,2024-04-17,353.25,302.03,14.35,n
16.13158,77.12138,2024-04-10,346.74,311.99,11.45,n
-19.27773,142.86922,2024-10-29,350.74,303.55,45.38,n
18.51964,102.36239,2024-03-23,340.3,292.67,26.68,n
-5.06392,23.43856,2024-07-29,331.96,295.29,12.28,n
12.63254,34.20993,2024-02-20,348.71,316.19,18.93,n
-6.48589,18.92452,2024-05-26,304.3,286.65,20.82,n
-20.79951,147.40825,2024-12-10,343.5,296.55,11.91,n
-13.55908,38.26243,2024-08-17,352.18,306.15,20.58,n
50.82186,60.21784,2024-10-09,340.56,293.95,20.39,n
-6.48691,-55.96341,2024-08-05,341.88,297.05,14.25,n
3.1247,28.48336,2024-02-21,339.47,306.79,29.17,n
-18.33502,33.23911,2024-10-06,354.67,313.44,25.2,n
-8.71036,19.04153,2024-07-02,348.33,308.33,36.59,n
-9.14889,24.38751,2024-08-30,347.88,311.04,49.98,n
-14.31531,-65.6322,2024-08-30,367.0,302.74,32.6,h
14.80313,-8.46307,2024-11-10,367.0,315.45,11.59,h
57.49318,-110.60103,2024-07-10,345.73,304.05,12.44,n
7.18661,17.41802,2024-02-07,350.52,302.11,10.01,n
8.79896,-68.69807,2025-01-14,344.09,304.96,11.16,n
-18.51594,46.09974,2024-06-28,367.0,302.68,11.19,h
-8.61667,18.36066,2024-07-29,340.33,301.42,31.07,n
-12.28706,18.24338,2024-07-15,341.85,304.96,47.7,n
10.06081,-64.88858,2024-10-09,367.0,286.54,10.78,h
-15.5961,16.66245,2024-09-06,351.22,312.64,13.31,n
-13.33515,29.2124,2024-08-15,343.51,315.37,11.69,n
19.10508,-89.2054,2024-04-16,354.72,308.68,11.81,n
-8.41184,17.49616,2024-09-14,346.27,297.45,25.32,n
36.40771,-90.17735,2024-09-05,335.15,304.04,29.45,n
-9.47217,26.7938,2024-06-15,352.28,299.51,10.79,n
8.36146,35.09764,2024-12-06,347.76,300.21,16.0,n
16.32672,0.11303,2024-11-01,367.0,317.14,10.07,h
11.34117,0.82187,2024-12-07,350.6,311.64,14.24,n
-14.00745,129.98344,2024-05-15,337.76,300.75,21.52,n
-6.85348,24.80992,2024-04-30,343.49,302.14,22.46,n
8.40965,35.04274,2024-02-14,353.02,307.56,13.03,n
19.46168,94.63281,2024-03-23,367.0,328.51,93.21,h
-7.66469,26.34118,2024-07-24,349.46,316.65,17.49,n
-0.36194,17.39621,2024-04-18,334.02,289.65,11.25,n
10.73377,8.83076,2024-03-01,346.29,318.77,10.7,n
-4.20288,-70.88947,2024-09-24,367.0,291.86,16.04,h
-13.16487,132.68265,2024-06-21,345.78,299.72,22.84,n
-9.25701,16.93002,2024-08-17,353.88,311.11,14.92,n
6.9884,17.47895,2025-01-28,342.89,304.84,12.83,n
20.6956,98.01537,2024-03-01,367.0,300.29,41.25,h
7.70579,-65.72929,2024-03-03,335.02,293.55,10.84,n
19.61108,100.86111,2024-04-23,367.0,301.46,21.58,h
11.45839,15.03498,2024-04-20,351.45,305.94,14.05,n
-8.62791,35.5702,2024-09-26,345.03,293.8,23.75,n
54.01533,121.41813,2024-07-09,367.0,291.35,10.72,h
-26.87149,-58.46917,2025-01-22,342.17,304.21,23.82,n
-13.49477,38.15684,2024-10-02,346.27,312.29,12.74,n
10.33665,-1.92837,2024-12-28,367.0,308.12,21.9,h
10.05698,-8.424,2024-02-09,346.48,315.14,11.64,n
-7.35929,23.4135,2024-06-24,336.08,294.3,10.49,n
-11.36243,29.41719,2024-08-04,344.28,313.89,29.46,n
13.8405,-12.66825,2024-11-05,346.16,313.21,10.53,n
26.26155,94.97401,2024-03-06,350.57,294.16,16.28,n
-18.79191,138.76759,2024-10-09,354.33,321.72,12.17,n
-8.2825,25.89965,2024-08-07,355.59,314.9,31.94,n
-4.80285,21.26468,2024-08-05,367.0,293.87,41.49,h
-33.58723,148.36771,2024-04-24,367.0,302.59,15.71,h
-11.51332,21.56857,2024-07-11,344.98,308.13,16.09,n
47.77287,37.30413,2024-03-25,331.11,295.01,18.42,n
-10.53475,39.36042,2024-09-26,332.65,299.84,14.38,n
60.591,117.59481,2024-08-08,354.36,306.01,93.78,n
22.27485,93.56566,2024-03-16,337.5,293.22,10.43,n
6.36975,19.2847,2024-02-16,345.0,309.71,12.88,n
-11.70718,-64.1087,2024-09-11,337.55,301.61,13.36,n
-7.65346,-61.07998,2024-09-12,352.59,304.62,17.16,n
-15.16113,24.97016,2024-06-05,354.07,317.8,38.22,n
-5.55549,27.67118,2024-06-22,356.02,305.96,10.09,n
-12.2722,18.5961,2024-08-10,367.0,305.64,13.81,h
-1.59131,13.42977,2024-08-01,351.26,310.02,13.39,n
-15.86626,-62.11512,2024-08-03,350.86,293.89,50.04,n
6.904,27.92784,2024-12-06,346.06,306.43,20.45,n
8.9815,23.17379,2025-01-24,331.86,301.51,14.2,n
61.12536,-110.91999,2024-07-28,338.95,293.27,25.46,n
-13.52292,22.96854,2024-05-13,352.44,305.69,11.56,n
33.22744,-83.55344,2025-01-17,353.23,304.05,18.68,n
-10.93383,18.90692,2024-08-23,341.54,309.5,29.61,n
63.17075,122.70232,2024-07-25,354.96,309.07,57.47,n
52.47696,130.0817,2024-07-07,338.86,300.6,22.29,n
45.84555,37.87773,2024-08-30,348.6,286.74,28.97,n
-17.55493,-58.01923,2024-08-14,367.0,310.75,10.81,h
10.47923,-12.93433,2024-04-25,333.9,302.89,24.65,n
8.15584,-65.20719,2025-01-13,345.19,308.22,11.81,n
9.61235,35.75029,2024-03-03,343.91,305.32,86.4,n
-9.69854,18.1005,2024-07-13,367.0,313.17,77.94,h
35.5057,46.41329,2024-07-12,367.0,315.29,10.92,h
-25.12587,-59.72923,2024-03-13,367.0,299.41,19.07,h
54.25648,-94.30375,2024-07-30,367.0,296.41,23.0,h
-10.07916,-46.65474,2024-07-18,347.17,316.22,98.66,n
-12.90366,16.92358,2024-10-01,340.68,309.76,11.08,n
-9.33847,19.35114,2024-07-26,351.05,308.22,15.95,n
5.23547,24.52215,2024-11-14,334.27,297.49,10.12,n
31.72289,-116.28626,2025-01-24,340.96,289.49,28.7,n
-17.88197,31.35368,2024-07-26,343.66,307.48,13.01,n
-21.02612,136.13719,2024-10-31,367.0,310.19,31.01,h
-16.57102,-60.2921,2024-09-02,344.46,308.02,10.69,n
10.9674,21.56057,2024-12-30,350.38,316.57,15.45,n
-35.46529,144.20792,2024-04-25,350.32,293.81,18.39,n
-5.44067,25.29463,2024-06-25,367.0,308.5,13.67,h
-3.79391,16.38658,2024-06-10,351.11,311.13,35.91,n
18.42594,104.73635,2024-04-23,367.0,300.93,71.64,h
61.00523,121.81563,2024-08-02,353.14,319.07,34.47,n
30.86346,47.92285,2025-01-18,341.22,309.25,42.78,n
-12.58702,17.53551,2024-07-07,348.5,309.77,12.15,n
-1.67102,-55.11145,2024-09-12,338.39,295.67,10.35,n
14.28268,-91.83828,2024-04-05,337.07,301.89,12.03,n
-16.98201,37.02111,2024-08-13,342.12,296.46,16.05,n
-5.7755,-60.93857,2024-09-20,367.0,297.41,21.26,h
52.13824,-103.90215,2024-10-16,335.84,299.96,36.31,n
-30.796,115.33377,2024-11-27,367.0,300.53,57.83,h
-10.78408,-60.76601,2024-07-20,342.29,306.76,11.41,n
15.83998,-91.52932,2024-03-30,349.55,299.1,30.43,n
57.95374,107.06669,2024-05-04,325.46,271.48,11.77,n
-38.51464,-72.30488,2024-04-05,349.55,298.0,18.4,n
-4.50771,105.7976,2024-09-25,344.2,294.14,11.21,n
-11.85578,29.10184,2024-07-11,367.0,301.41,13.42,h
-11.49757,40.06743,2024-09-09,355.75,303.0,23.11,n
6.35123,35.46642,2024-02-23,347.96,306.7,11.44,n
-15.77905,40.0797,2024-09-09,342.22,301.73,10.69,n
-21.12326,-60.30143,2024-02-06,340.94,301.44,53.61,n
-7.51959,24.44201,2024-08-20,354.41,310.43,65.52,n
-15.36281,20.20143,2024-08-14,367.0,320.65,24.38,h
-19.25679,-57.32033,2024-06-24,329.29,293.01,21.6,n
-6.78406,-58.87536,2024-07-21,339.42,301.35,11.96,n
-13.37718,22.47774,2024-07-25,351.31,310.32,15.73,n
-14.97661,-63.35226,2024-09-27,351.24,297.01,40.49,n
19.91023,101.1319,2024-04-07,350.29,302.44,79.44,n
6.36123,34.59864,2024-02-22,356.21,296.04,10.87,n
-9.82308,-48.44017,2024-08-24,346.12,310.73,14.52,n
